Q6
43.82307894
46.2998982
50.26419653
61.04524922
59.42244005
64.66241756
26.65939719
46.72961824
53.91790438
52.26048451
61.41927508
60.38629445
54.4895192
66.99477388
74.30962172
70.20694201
71.00420256
77.14678373
32.01537059
48.9230942
60.91787071
58.03972379
63.99657711
69.80588143
54.4449534
72.87363846
52.19342899
69.81250295
63.94367758
65.99006128
49.5417246
58.21428032
76.0074793
51.90879789
63.17489856
40.08293348
67.04669043
60.74583311
64.92035462
54.7053178
72.62487461
72.7009209
