Biomass,Section,Level,Nanopaper,Strip,weight,thickness,density,porosity,grammage,strain_star,UTS_star,E_star,toughness_star,TI_star
Banana,Stem,M,1,5,0.2304,0.1182,0.866328257,40.66244814,102.4,1.68,70.61,5.45,,81.50490234
Banana,Stem,M,1,6,0.2263,0.1132,0.88849627,39.14409109,100.5777778,2.26,83.89,5.55,1.15,94.41795404
Banana,Stem,M,1,7,0.2294,0.1147,0.888888889,39.11719939,101.9555556,2.03,78.04,5.56,0.94,87.795
Banana,Stem,M,1,8,0.2312,0.1164,0.882779687,39.53563788,102.7555556,2.1,77.06,5.63,0.98,87.2924481
Banana,Stem,M,2,1,0.2226,0.113,0.875516224,40.03313533,98.93333333,2.53,87.41,5.46,1.34,99.83824124
Banana,Stem,M,2,2,0.2229,0.1157,0.856237396,41.35360304,99.06666667,2.7,89.82,5.61,1.51,104.9008143
Banana,Stem,M,2,3,0.2258,0.1144,0.877233877,39.91548786,100.3555556,2.27,83.7,5.64,1.16,95.41355182
Banana,Stem,M,2,4,0.2272,0.1217,0.829727015,43.1693825,100.9777778,2.67,88.29,6,1.48,106.4084914
Banana,Stem,M,2,5,0.2271,0.1222,0.825968358,43.4268248,100.9333333,2.64,84.78,5.25,1.39,102.6431572
Banana,Stem,M,2,6,0.2279,0.1277,0.793178456,45.67270846,101.2888889,2.58,80.9,4.93,1.28,101.9947016
Banana,Stem,M,2,7,0.2299,0.1187,0.860806889,41.04062401,102.1777778,2.7,88.7,5.66,1.45,103.0428556
Banana,Stem,M,2,8,0.2278,0.1161,0.872045172,40.27087864,101.2444444,2.73,90.79,5.76,1.55,104.1115792
Banana,Stem,H,1,1,0.2323,0.0983,1.050299537,28.06167558,103.2444444,2.46,92.73,6.15,1.43,88.28909923
Banana,Stem,H,1,2,0.2225,0.0986,1.002929908,31.30617071,98.88888889,2.8,100.41,6.07,1.78,100.1166674
Banana,Stem,H,1,3,0.2217,0.0932,1.057224607,27.58735571,98.53333333,1.65,82.71,6.61,,78.23313938
Banana,Stem,H,1,4,0.2212,0.0922,1.066281032,26.96705263,98.31111111,1.7,86.3,6.68,,80.93551085
Banana,Stem,H,1,5,0.22,0.0941,1.039083717,28.82988239,97.77777778,2.13,94.57,6.97,1.24,91.01287841
Banana,Stem,H,2,1,0.2239,0.0979,1.016456702,30.37967796,99.51111111,2.35,92.34,6.8,1.35,90.84499107
Banana,Stem,H,2,2,0.2218,0.0988,0.997750787,31.66090498,98.57777778,3.01,102.51,6.37,1.97,102.7410866
Banana,Stem,H,2,3,0.2239,0.1005,0.99016031,32.18080071,99.51111111,2.52,95.79,6.16,1.49,96.74191045
Banana,Stem,H,2,4,0.2248,0.0989,1.01022357,30.80660477,99.91111111,2.38,88.78,6.09,1.27,87.88153692
Sugarcane,Bagasse,L,1,1,0.2776,0.166,0.743239625,49.09317636,123.3777778,2.55,35.49,2.88,0.6,47.75041427
Sugarcane,Bagasse,L,1,2,0.2795,0.17,0.730718954,49.95075656,124.2222222,2.83,34.51,2.9,0.66,47.22745975
Sugarcane,Bagasse,L,1,3,0.2815,0.1677,0.746041211,48.90128691,125.1111111,2.89,34.53,2.77,0.68,46.28430639
Sugarcane,Bagasse,L,1,4,0.2811,0.1661,0.752157335,48.48237432,124.9333333,3,34.9,2.63,0.71,46.3998666
Sugarcane,Bagasse,L,1,5,0.2808,0.1735,0.719308357,50.73230429,124.8,3.12,33.73,2.5,0.71,46.89226763
Sugarcane,Bagasse,L,1,6,0.2851,0.1763,0.718724397,50.77230161,126.7111111,3.15,34.69,2.98,0.75,48.26606717
Sugarcane,Bagasse,L,1,7,0.2893,0.1706,0.753679823,48.37809433,128.5777778,2.8,34.62,3.26,0.66,45.93462496
Sugarcane,Bagasse,L,1,8,0.2884,0.1731,0.740483985,49.28191885,128.1777778,2.55,33.75,2.65,0.57,45.57829837
Sugarcane,Bagasse,L,2,1,0.2777,0.171,0.721767381,50.56387799,123.4222222,2.24,31.98,2.86,0.48,44.30790421
Sugarcane,Bagasse,L,2,2,0.2788,0.173,0.716249197,50.94183581,123.9111111,2.68,35.34,2.99,0.64,49.34036944
Sugarcane,Bagasse,L,2,3,0.2689,0.1656,0.721685454,50.56948948,119.5111111,2.62,34.22,2.88,0.61,47.41677947
Sugarcane,Bagasse,L,2,4,0.2816,0.1689,0.741003881,49.2463095,125.1555556,2.38,34.31,2.84,0.53,46.30205167
Sugarcane,Bagasse,L,2,5,0.2806,0.1661,0.750819453,48.57401008,124.7111111,2.57,36.73,3.15,0.63,48.91988329
Sugarcane,Bagasse,L,2,6,0.2813,0.1693,0.738465577,49.42016594,125.0222222,2.44,35.94,2.91,0.57,48.66848383
Sugarcane,Bagasse,L,2,7,0.2846,0.1715,0.737544542,49.48325057,126.4888889,2.58,36.28,3.08,0.61,49.19024947
Sugarcane,Bagasse,L,2,8,0.2838,0.1689,0.746792974,48.84979629,126.1333333,2.55,35.52,2.97,0.59,47.56338266
Sugarcane,Bagasse,M,1,1,0.2679,0.1313,0.906829144,37.88841476,119.0666667,3.12,61.63,4.42,1.27,67.96208567
Sugarcane,Bagasse,M,1,2,0.2674,0.1335,0.890220558,39.0259892,118.8444444,3.37,62.66,4.23,1.41,70.38705123
Sugarcane,Bagasse,M,1,3,0.2686,0.1337,0.892877919,38.84397815,119.3777778,3.45,63.31,4.18,1.47,70.90555007
Sugarcane,Bagasse,M,1,4,0.2675,0.1316,0.90341101,38.12253358,118.8888889,3.97,67.7,4.41,1.83,74.93820561
Sugarcane,Bagasse,M,1,5,0.2674,0.1353,0.878377269,39.83717338,118.8444444,3.66,61.35,4.31,1.51,69.84470363
Sugarcane,Bagasse,M,1,6,0.2662,0.1296,0.912894376,37.47298795,118.3111111,3.97,67.1,4.81,1.82,73.50247934
Sugarcane,Bagasse,M,1,7,0.2665,0.1369,0.865189514,40.74044426,118.4444444,3.26,60.31,4.22,1.31,69.70727111
Sugarcane,Bagasse,M,1,8,0.262,0.132,0.882154882,39.57843273,116.4444444,3.94,64.87,4.17,1.74,73.53583969
Sugarcane,Bagasse,M,2,1,0.2712,0.1381,0.87279749,40.21935002,120.5333333,2.91,50.9,4.04,0.99,58.31822456
Sugarcane,Bagasse,M,2,2,0.2724,0.1349,0.897454905,38.53048597,121.0666667,3.65,55.42,3.54,1.36,61.75240639
Sugarcane,Bagasse,M,2,3,0.2729,0.1353,0.896444116,38.59971809,121.2888889,4.49,59.03,3.54,1.78,65.84905735
Sugarcane,Bagasse,M,2,4,0.2734,0.1361,0.892807576,38.84879616,121.5111111,,42.87,3.96,,48.01706565
Sugarcane,Bagasse,M,2,5,0.2747,0.1372,0.889860706,39.05063656,122.0888889,4.32,58.72,3.53,1.71,65.98785584
Sugarcane,Bagasse,M,2,6,0.2731,0.1413,0.859007628,41.16386112,121.3777778,3.8,53.72,3.59,1.37,62.53727938
Sugarcane,Bagasse,M,2,7,0.2706,0.1352,0.889546351,39.07216773,120.2666667,3.85,56.27,3.85,1.45,63.25696231
Sugarcane,Bagasse,M,2,8,0.2707,0.1403,0.85752752,41.26523833,120.3111111,3.78,55.07,3.92,1.42,64.2195133
Sugarcane,Bagasse,H,1,1,0.2551,0.1145,0.990198933,32.1781553,113.3777778,4.5,85.46,4.95,2.56,86.30588985
Sugarcane,Bagasse,H,1,2,0.2563,0.1116,1.020708881,30.08843281,113.9111111,4.24,87.39,5.46,2.49,85.6169684
Sugarcane,Bagasse,H,1,3,0.2573,0.1124,1.017398181,30.31519308,114.3555556,,62.04,5.7,,60.97907501
Sugarcane,Bagasse,H,1,4,0.2587,0.1117,1.029344474,29.49695382,114.9777778,4.14,88.75,5.55,2.48,86.21992172
Sugarcane,Bagasse,H,1,5,0.2563,0.1112,1.024380496,29.83695236,113.9111111,4.5,92.62,5.47,2.8,90.41562232
Sugarcane,Bagasse,H,1,6,0.2575,0.1111,1.03010301,29.44499929,114.4444444,2.63,71.85,5.88,,69.75030583
Sugarcane,Bagasse,H,1,7,0.2559,0.1115,1.020029895,30.13493867,113.7333333,2.49,68.57,5.68,,67.22351993
Sugarcane,Bagasse,H,1,8,0.2559,0.1126,1.010065127,30.81745703,113.7333333,,58.4,5.34,,57.81805393
Sugarcane,Bagasse,H,2,1,0.2531,0.1101,1.021697447,30.02072282,112.4888889,4.68,88.99,5.32,2.8,87.10014915
Sugarcane,Bagasse,H,2,2,0.2546,0.111,1.019419419,30.17675209,113.1555556,2.87,73.67,5.43,1.37,72.26662412
Sugarcane,Bagasse,H,2,3,0.2526,0.1108,1.013237064,30.60020111,112.2666667,4.74,91.16,5.24,2.91,89.96907363
Sugarcane,Bagasse,H,2,4,0.2539,0.1113,1.01387641,30.55641027,112.8444444,4.07,86.52,5.43,2.37,85.33584482
Sugarcane,Bagasse,H,2,5,0.2539,0.1111,1.01570157,30.4313993,112.8444444,,67.37,5.69,,66.32853781
Sugarcane,Bagasse,H,2,6,0.2528,0.1116,1.006770211,31.04313623,112.3555556,2.87,72.27,5.56,1.35,71.78400712
Sugarcane,Bagasse,H,2,7,0.2554,0.1112,1.020783373,30.0833306,113.5111111,4.62,89.8,5.25,2.78,87.97165231
Sugarcane,Bagasse,H,2,8,0.2549,0.1114,1.016955915,30.3454853,113.2888889,2.98,73.37,5.26,1.43,72.14668694
Sugarcane,Mulch,L,1,1,0.2173,0.1274,0.758067329,48.07758017,96.57777778,2.53,40.07,2.81,0.63,52.8581017
Sugarcane,Mulch,L,1,2,0.2183,0.1303,0.744606464,48.99955728,97.02222222,2.82,42.67,3.17,0.79,57.30543862
Sugarcane,Mulch,L,1,3,0.2231,0.1267,0.78260107,46.39718699,99.15555556,2.87,41.28,3.52,0.86,52.74718064
Sugarcane,Mulch,L,1,4,0.2229,0.1301,0.761465539,47.84482607,99.06666667,2.63,40.71,3.46,0.71,53.46269515
Sugarcane,Mulch,L,1,5,0.2274,0.1281,0.788966953,45.96116761,101.0666667,2.71,41.89,3.69,0.78,53.09474604
Sugarcane,Mulch,L,1,6,0.2273,0.1286,0.785553828,46.19494332,101.0222222,2.94,43.99,3.41,0.86,55.99870875
Sugarcane,Mulch,L,1,7,0.2234,0.1303,0.762002217,47.80806732,99.28888889,2.82,42.23,3.3,0.8,55.41978626
Sugarcane,Mulch,L,1,8,0.2221,0.1271,0.776641315,46.8053894,98.71111111,2.5,39.8,3.59,0.65,51.24630797
Sugarcane,Mulch,L,2,1,0.2261,0.1283,0.78323374,46.3538534,100.4888889,3.08,41.14,3.32,0.84,52.52582707
Sugarcane,Mulch,L,2,2,0.2248,0.1262,0.791688678,45.77474811,99.91111111,3.33,43.09,3.29,0.97,54.42796041
Sugarcane,Mulch,L,2,3,0.2273,0.1301,0.776496712,46.8152937,101.0222222,2.88,39.83,3.11,0.77,51.29448636
Sugarcane,Mulch,L,2,4,0.2226,0.1312,0.754065041,48.35170954,98.93333333,3.37,42.46,3.39,0.97,56.30814016
Sugarcane,Mulch,L,2,5,0.2253,0.129,0.77622739,46.8337404,100.1333333,2.52,35.17,3.24,0.59,45.30888815
Sugarcane,Mulch,L,2,6,0.2246,0.1264,0.789732771,45.90871433,99.82222222,2.83,40.69,3.15,0.76,51.52375779
Sugarcane,Mulch,L,2,7,0.2246,0.1289,0.774415999,46.95780831,99.82222222,2.75,39.86,3.46,0.72,51.47104408
Sugarcane,Mulch,L,2,8,0.2267,0.1287,0.78287145,46.37866784,100.7555556,2.4,37.79,3.52,0.6,48.27101566
Sugarcane,Mulch,M,1,1,0.2202,0.1089,0.898683808,38.44631454,97.86666667,2.91,56.76,3.82,2.48,63.1590327
Sugarcane,Mulch,M,1,2,0.217,0.1059,0.910712412,37.62243753,96.44444444,2.66,58.77,4.82,,64.53189747
Sugarcane,Mulch,M,1,3,0.2182,0.1076,0.901280463,38.26846146,96.97777778,3.39,62.72,4.41,1.43,69.58988084
Sugarcane,Mulch,M,1,4,0.2211,0.1107,0.887684432,39.19969641,98.26666667,2.62,55.17,4.76,,62.15046472
Sugarcane,Mulch,M,1,5,0.2203,0.1099,0.890910929,38.97870348,97.91111111,3.48,61.32,4.87,1.45,68.82842941
Sugarcane,Mulch,M,1,6,0.2211,0.1077,0.912411018,37.50609464,98.26666667,3.83,64.2,4.86,1.64,70.36302578
Sugarcane,Mulch,M,1,7,0.2118,0.1085,0.867588326,40.57614208,94.13333333,3.16,57.43,4.1,1.22,66.19498938
Sugarcane,Mulch,M,1,8,0.2151,0.1087,0.879484821,39.76131366,95.6,3.6,60.32,4.32,1.44,68.58560669
Sugarcane,Mulch,M,2,1,0.2248,0.1063,0.939897565,35.62345448,99.91111111,3.85,67.12,4.42,1.73,60.95345085
Sugarcane,Mulch,M,2,2,0.2223,0.1062,0.930320151,36.27944174,98.8,4.45,70.48,4.29,2.12,62.15064777
Sugarcane,Mulch,M,2,3,0.2206,0.1049,0.934646754,35.98309907,98.04444444,4.74,72.83,4.28,2.33,66.52780825
Sugarcane,Mulch,M,2,4,0.2226,0.1035,0.955877617,34.52893036,98.93333333,3.4,62.35,4.5,1.43,62.86369609
Sugarcane,Mulch,M,2,5,0.2205,0.1037,0.945033751,35.27166088,98,4.25,68.86,4.3,1.97,58.15665306
Sugarcane,Mulch,M,2,6,0.2198,0.1031,0.947515896,35.10165095,97.68888889,4.2,69.33,4.15,1.96,66.60574272
Sugarcane,Mulch,M,2,7,0.2218,0.1025,0.961734417,34.12777963,98.57777778,,49.93,4.47,,58.33211226
Sugarcane,Mulch,M,2,8,0.2199,0.1043,0.937040588,35.8191378,97.73333333,4.45,69.08,4.3,2.06,65.58947476
Sugarcane,Mulch,H,1,1,0.2102,0.099,0.94365881,35.36583491,93.42222222,2.87,63.18,4.37,,66.95216461
Sugarcane,Mulch,H,1,2,0.2195,0.1022,0.954555338,34.61949739,97.55555556,4.83,81.46,4.48,2.62,85.33816401
Sugarcane,Mulch,H,1,3,0.2164,0.1019,0.943844728,35.35310083,96.17777778,3.99,73.92,4.48,1.98,78.31796673
Sugarcane,Mulch,H,1,4,0.2122,0.0989,0.953600719,34.68488226,94.31111111,4.41,77.27,4.44,2.26,81.02972078
Sugarcane,Mulch,H,1,5,0.2226,0.1049,0.943120432,35.40271013,98.93333333,4.62,78.69,4,2.38,83.43579178
Sugarcane,Mulch,H,1,6,0.2208,0.0991,0.990245543,32.17496279,98.13333333,4.64,83.14,4.19,2.58,83.95897418
Sugarcane,Mulch,H,1,7,0.2178,0.1014,0.954635108,34.61403367,96.8,4.33,79.59,4.66,2.32,83.37216942
Sugarcane,Mulch,H,1,8,0.2118,0.0986,0.954699121,34.60964924,94.13333333,,58.79,4.31,,61.57961048
Sugarcane,Mulch,H,2,1,0.2224,0.1102,0.896955031,38.56472389,98.84444444,3.62,57.29,3.94,1.4,63.87165243
Sugarcane,Mulch,H,2,2,0.2233,0.1093,0.908000407,37.80819133,99.24444444,3.91,57.82,4.01,1.53,63.67838558
Sugarcane,Mulch,H,2,3,0.2247,0.1115,0.895665172,38.65307042,99.86666667,4.49,62.18,4.29,1.87,69.42326435
Sugarcane,Mulch,H,2,4,0.2231,0.1112,0.891686651,38.92557187,99.15555556,4.45,60.09,4.33,1.81,67.38914388
Sugarcane,Mulch,H,2,5,0.2227,0.111,0.891691692,38.9252266,98.97777778,3.45,54.96,3.87,1.27,61.63565335
Sugarcane,Mulch,H,2,6,0.2218,0.1095,0.900253678,38.33878916,98.57777778,4.57,63.11,4.07,1.98,70.1024628
Sugarcane,Mulch,H,2,7,0.2249,0.1152,0.867669753,40.57056486,99.95555556,3.91,56.1,3.95,1.48,64.65593597
Sugarcane,Mulch,H,2,8,0.2225,0.1104,0.895732689,38.64844594,98.88888889,4.29,61.46,3.9,1.8,68.61422022
Spinifex,Leaf,L,1,1,0.2447,0.1617,0.672576101,53.93314376,108.7555556,2.28,23.76,2.22,0.36,35.32685738
Spinifex,Leaf,L,1,2,0.245,0.1623,0.670911207,54.04717761,108.8888889,2.05,23.93,2.73,0.32,35.66790918
Spinifex,Leaf,L,1,3,0.2448,0.1625,0.669538462,54.14120126,108.8,1.82,22.65,2.47,0.27,33.8292739
Spinifex,Leaf,L,1,4,0.2449,0.1597,0.681555695,53.3181031,108.8444444,2.04,23.71,2.48,0.32,34.78805941
Spinifex,Leaf,L,1,5,0.2458,0.1615,0.676436189,53.66875421,109.2444444,1.99,23.25,2.36,0.31,34.37131306
Spinifex,Leaf,L,1,6,0.2439,0.1606,0.674968867,53.7692557,108.4,2.12,24.89,2.59,0.36,36.87577491
Spinifex,Leaf,L,1,7,0.2462,0.1598,0.68474482,53.09966987,109.4222222,2.01,23.72,2.76,0.32,34.64064175
Spinifex,Leaf,L,1,8,0.2469,0.1591,0.689712969,52.7593857,109.7333333,2.29,26.62,2.64,0.4,38.59576549
Spinifex,Leaf,L,2,1,0.2352,0.1515,0.689988999,52.74047953,104.5333333,2.24,25.72,2.53,0.38,37.27595663
Spinifex,Leaf,L,2,2,0.2379,0.1518,0.696530523,52.29242996,105.7333333,1.9,24.66,2.67,0.31,35.40404792
Spinifex,Leaf,L,2,3,0.2432,0.1546,0.699151933,52.11288128,108.0888889,2.12,26.23,2.67,0.37,37.51688117
Spinifex,Leaf,L,2,4,0.2464,0.157,0.697523001,52.22445201,109.5111111,1.95,25.26,2.43,0.32,36.21385958
Spinifex,Leaf,L,2,5,0.2499,0.1561,0.711509716,51.26645781,111.0666667,1.7,24.18,2.71,0.26,33.98407563
Spinifex,Leaf,L,2,6,0.2508,0.1574,0.708174502,51.4948971,111.4666667,2.05,27.04,2.67,0.36,38.18267943
Spinifex,Leaf,L,2,7,0.2501,0.1584,0.701739618,51.93564257,111.1555556,1.95,26.01,2.72,0.33,37.06502999
Spinifex,Leaf,L,2,8,0.2496,0.1581,0.701665612,51.94071147,110.9333333,2.27,27.79,2.65,0.42,39.60576022
Spinifex,Leaf,M,1,1,0.2396,0.1368,0.77842755,46.6830445,106.4888889,2.41,37.32,3.41,0.6,47.94280467
Spinifex,Leaf,M,1,2,0.2377,0.1368,0.772254711,47.10584172,105.6444444,2.4,37.26,3.46,0.59,48.24832983
Spinifex,Leaf,M,1,3,0.2415,0.1374,0.781174187,46.49491868,107.3333333,2.66,40.14,3.76,0.72,51.38418634
Spinifex,Leaf,M,1,4,0.2396,0.1343,0.792918011,45.69054719,106.4888889,2.68,40.82,3.41,0.72,51.48073247
Spinifex,Leaf,M,1,5,0.2419,0.1352,0.795200526,45.53421055,107.5111111,2.86,41.62,3.68,0.8,52.33899959
Spinifex,Leaf,M,1,6,0.2385,0.1345,0.788104089,46.02026786,106,2.4,38.31,3.55,0.61,48.61033019
Spinifex,Leaf,M,1,7,0.2337,0.1322,0.785678265,46.18642019,103.8666667,2.38,37.86,3.71,0.6,48.18766367
Spinifex,Leaf,M,1,8,0.2397,0.1361,0.782757776,46.38645369,106.5333333,2.83,40.61,3.43,0.77,51.88067272
Spinifex,Leaf,M,2,1,0.2435,0.1433,0.755214391,48.27298692,108.2222222,2.53,36.28,3.42,0.61,48.03933881
Spinifex,Leaf,M,2,2,0.2446,0.1403,0.774847549,46.92825008,108.7111111,2.98,42.18,3.48,0.84,54.43651472
Spinifex,Leaf,M,2,3,0.2472,0.14,0.784761905,46.24918461,109.8666667,2.24,37.64,3.6,0.55,47.96359223
Spinifex,Leaf,M,2,4,0.2459,0.1388,0.787383926,46.06959413,109.2888889,2.82,42.5,3.36,0.78,53.97620984
Spinifex,Leaf,M,2,5,0.2468,0.1419,0.773001331,47.05470335,109.6888889,2.63,39.67,3.36,0.69,51.31944591
Spinifex,Leaf,M,2,6,0.2452,0.1388,0.785142491,46.22311704,108.9777778,2.72,40.83,3.01,0.72,52.00329935
Spinifex,Leaf,M,2,7,0.2437,0.1408,0.769255051,47.31129791,108.3111111,2.77,40.55,3.39,0.75,52.71333607
Spinifex,Leaf,M,2,8,0.2423,0.1384,0.778098908,46.70555424,107.6888889,3.03,42.58,3.3,0.87,54.7231201
Spinifex,Leaf,H,1,1,0.2118,0.1019,0.923781485,36.72729554,94.13333333,5.16,76.35,4.67,2.65,82.64941572
Spinifex,Leaf,H,1,2,0.2102,0.1017,0.918605922,37.08178619,93.42222222,3.8,68.18,5.09,1.75,74.22116318
Spinifex,Leaf,H,1,3,0.2122,0.1059,0.890567621,39.00221771,94.31111111,4.54,72.13,4.56,2.2,80.99328817
Spinifex,Leaf,H,1,4,0.2128,0.1045,0.905050505,38.01023938,94.57777778,4.85,76.4,4.97,2.5,84.41517857
Spinifex,Leaf,H,1,5,0.2124,0.1055,0.89478673,38.71323768,94.4,4.74,75.62,5.02,2.44,84.51175847
Spinifex,Leaf,H,1,6,0.2143,0.1015,0.938368911,35.7281568,95.24444444,4.6,77.65,4.92,2.41,82.74997084
Spinifex,Leaf,H,1,7,0.2108,0.1042,0.899125613,38.41605389,93.68888889,3.65,65.99,4.48,1.61,73.39352704
Spinifex,Leaf,H,1,8,0.2109,0.1026,0.913580247,37.42601049,93.73333333,3.94,69.56,4.73,1.84,76.14
Spinifex,Leaf,H,2,1,0.2146,0.1056,0.903198653,38.13707855,95.37777778,4.62,70.73,4.29,2.17,78.3105685
Spinifex,Leaf,H,2,2,0.2133,0.1035,0.915942029,37.26424459,94.8,4.85,78.38,4.64,2.56,85.57310127
Spinifex,Leaf,H,2,3,0.2134,0.1046,0.906734651,37.89488695,94.84444444,4.44,73.17,4.47,2.16,80.69615511
